Gene id,CTRL,AZFC,iNOA-S,iNOA-B,OA,KS
AC008741.2,0.051206931,0.013336831,0.019100724,0,0.012487044,0.032866487
LOX,0.004067141,0.004388558,0.003537957,0.010946485,0.011407995,0.020425924
CORO6,0.007323727,0.004262159,0.004543865,0,0.003843659,0.002871426
AC073569.3,0.005240915,0.006952007,0.003841773,0,0.001515169,0.003628824
FAM72C,0.008246366,0.003236912,0.005827845,0,0,0.004793139
ADAMTS9,0.006320306,0.004523539,0.005054843,0,0.005438361,0
HMGN2P18,0.004800527,0,0.003831557,0.017593295,0,0
AC138470.1,0.004960756,0.000323092,0.003381773,0.024967398,0,0
PMEL,0.009991143,0.015770884,0.00300079,0,0.006355726,0.032362438
PRKCZ-AS1,0.003739336,0.004180328,0.003990767,0,0.004701602,0.008499802
WNT2,0.004327379,0.005131037,0.002917701,0,0.029822642,0.017468339
KIF19,0.003283536,0.006879383,0.002956693,0.004169484,0.020337422,0.017105934
AL022341.1,0.004147245,0.005763491,0.003616507,0,0.007011952,0.007937189
EDEM1,0.171389708,0.253137875,0.151678267,0.113763408,0.263756904,0.224072305
SCARNA7,0.004691455,0.004478203,0.00432336,0,0,0
KIAA1024,0.005737667,0.002491172,0.004028026,0,0.001545178,0.003334922
KCNJ16,0.006458286,0.007370782,0.004490361,0.004614314,0,0.005790345
AC025857.2,0.003875499,0.004490107,0.003197112,0,0,0
AC026412.2,0.004952263,0.001776295,0.004861333,0.006383145,0,0
SEMA3C,1.327815284,1.532467746,1.321925639,1.469815269,1.607800245,1.182656161
AC025627.4,0.003233026,0,0.002938253,0,0,0
AC007228.2,0.00713117,0.005160904,0.003952863,0,0.003237876,0.010658534
BMS1P7,0.004468391,0.001907444,0.002851783,0,0.002051822,0
AC010273.1,0.004084081,0.009843806,0.003659182,0,0.005915304,0.006076157
GUCA1B,0.004233157,0,0.00380601,0,0.001951941,0
HRC,0.00420417,0.002838853,0.003601629,0,0.001949467,0.032928927
AC009948.2,0.00412669,0.005410872,0.004281269,0.006499413,0.003172682,0.003360833
SECISBP2L,1.466217318,1.430090034,1.497527239,1.513959909,1.154220105,1.052709994
AC253536.2,0.004338222,0,0.005793396,0,0.001637415,0
TRIM45,0.079661944,0.094445172,0.059154576,0.05955752,0.047234799,0.073038947
DCAF4,0.078577822,0.10727991,0.07379489,0.082078143,0.053520601,0.039813251
OLR1,0.003858823,0.007826572,0.004326857,0,0.005768868,0.003314058
AC091982.1,0.003471526,0.000227179,0.00415105,0,0.010279421,0
KMT2E-AS1,0.127047045,0.132355045,0.114968367,0.22538826,0.141912531,0.118368137
PIGW,0.060978329,0.080360175,0.05977183,0.059745847,0.061326918,0.095700225
AC097103.2,0.062442025,0.042798213,0.060248256,0.032508391,0.071401674,0.06975867
GM2A,0.581663103,0.679045169,0.537825076,0.467072123,0.571753987,0.566870186
PHLDA3,0.070969816,0.050196979,0.041011139,0.025858024,0.020687982,0.153158073
TTC30A,0.136447896,0.159042673,0.13445679,0.135566112,0.164986474,0.128547921
FARSA,0.3210996,0.375634842,0.327978908,0.162836727,0.396157963,0.503859119
TMEM158,0.199585182,0.249051119,0.153247927,0.210154831,0.126857947,0.142247164
MAP7D2,0.040827879,0.05628256,0.04610629,0.040799699,0.046092701,0.080356709
TMEM41B,0.663489119,0.688713806,0.631796123,0.664216301,0.680632495,0.595935808
LRFN3,0.104945095,0.080364779,0.09147747,0.150176522,0.070104447,0.129094727
ADIPOR1,1.213915304,1.341976192,1.262833013,0.934769776,1.316744254,1.184454921
IGSF3,0.32991363,0.346373753,0.293038835,0.351294196,0.361494282,0.373031069
PCDHB9,0.109338264,0.140262691,0.103756563,0.183560006,0.063453301,0.096701524
CCDC80,0.098683599,0.050664107,0.070366623,0.042163752,0.043431693,0.06243273
TFAP2A,0.022562175,0.015164862,0.016419091,0.0043658,0.009190258,0.016233227
GAL3ST4,0.129475165,0.134569621,0.101548572,0.052851607,0.133762446,0.084132293
SPDYE3,0.040481954,0.003192098,0.036763406,0.015579642,0.001584286,0
AC010618.3,0.035395931,0.046230258,0.041815744,0.033465588,0.029151987,0.079715568
TMEM170A,0.695082266,0.735857223,0.712451526,0.616300893,0.665959867,0.709959109
HARS2,0.241515293,0.27600719,0.223915491,0.233126738,0.20390418,0.284151807
NDUFA9,0.301014743,0.341816375,0.270666845,0.210289741,0.351522021,0.292490363
HENMT1,0.191667337,0.181149875,0.183481428,0.090888913,0.215717735,0.231538351
SLIT3,0.034847647,0.017053698,0.01549421,0,0.00204714,0.023813182
DRAM2,0.439999989,0.542360634,0.426917135,0.330617221,0.482869539,0.483113114
IGFBP6,0.228820841,0.037082864,0.035374909,0.02585959,0,0.090444638
ALDH18A1,0.207601431,0.197089954,0.170076645,0.176977831,0.181189683,0.185238917
KDSR,0.767164554,0.781472805,0.737581171,0.854213404,0.72238897,0.727611103
CRIP2,0.059735435,0.030865553,0.052284694,0.121369009,0.013498356,0.170537611
THBS3,0.082280639,0.060902514,0.0508672,0.043382632,0.045875475,0.136193208
GABRB3,0.10029537,0.092856376,0.082279722,0.02261164,0.073998609,0.106079002
PLAU,0.024404746,0.015266053,0.009385592,0,0,0.033906072
AC007881.3,0.013714678,0.007125258,0.012656835,0.004225919,0.012108931,0.013730538
LINC00663,0.027473814,0.028575196,0.026414696,0.023488357,0.046832167,0.006089041
LACTB2-AS1,0.021066728,0.027000921,0.01531719,0.006271948,0.050876622,0.031482716
PKIB,0.020803147,0.014758125,0.014874323,0.009704068,0.029588715,0.07276877
ASB16-AS1,0.038539932,0.032751244,0.03379142,0.033428692,0.016530244,0.040669584
SEMA4G,0.017565415,0.024242959,0.013299616,0.006208613,0.032040684,0.044449634
AC135983.1,0.009334974,0.002298859,0.004504328,0,0,0
PPP1R13L,0.0320659,0.041502794,0.022218058,0.005088446,0.00177101,0.055939115
AC093838.1,0.011102736,0.002485417,0.005655119,0,0.001897919,0
TPI1P1,0.010163458,0.007720459,0.006006421,0,0.004681169,0.006550612
AC125613.1,0.008838525,0.004787848,0.004921434,0.004822567,0.003349859,0.003786494
FNDC1,0.008495747,0.0133852,0.004911999,0.030936096,0.039446702,0.006852682
ATR,0.459947424,0.425552213,0.397097287,0.331595815,0.370948692,0.280913798
ZBED6CL,0.008909092,0.023082839,0.005246707,0.005138167,0.004556428,0.022664472
RNF19B,0.348549734,0.463499636,0.302353876,0.406219642,0.428643325,0.414257659
AC003956.1,0.007384512,0.009638969,0.004341666,0,0.005527477,0.009533258
PASK,0.011013467,0.014982202,0.00631792,0.009733428,0.012337213,0.070157129
SEC16A,0.449295073,0.472550334,0.438102277,0.430736975,0.37982203,0.451864594
LINC02470,0.009350464,0.022074007,0.004313537,0,0.013417926,0.018051324
FAM57A,0.008622305,0.005250545,0.005853828,0,0.017407612,0.013756022
LINC01315,0.007131532,0.003526625,0.005166873,0,0.002498157,0
RBMX2P3,0.007895278,0.002130414,0.006331406,0,0.001633068,0.002322926
AC017071.1,0.010229405,0.00544055,0.004619652,0,0.003775387,0.002338133
PSD,0.008169907,0.012384162,0.004352279,0,0.013611547,0.052386341
AC073611.1,0.008425528,0.007008246,0.005886674,0,0.018778833,0.028348903
AL117339.5,0.006911433,0.00482633,0.005503211,0,0,0.005328941
CLEC1B,0.010258501,0.024242973,0.006340909,0.037869527,0.043850666,0.005433342
AP003733.4,0.007323997,0.005549949,0.007449827,0.009221357,0.007341585,0
AL590326.1,0.008263763,0.005448692,0.005559295,0.009440727,0.003409351,0.010467039
TMED6,0.017906345,0,0.011186855,0.009770884,0,0
AC112484.1,0.014615314,0.000580617,0.013300539,0.004690129,0.007557432,0.002338133
NPM2,0.006542254,0.005114894,0.005999452,0.00486365,0,0.003622969
AP001486.2,0.03454492,0.032647385,0.025078722,0.04705727,0.055107499,0.046446536
PCOLCE,0.021945256,0.013857609,0.011978124,0,0.008468791,0.021676758
TEX21P,0.012683604,0.011876281,0.012331053,0.021737103,0.034118766,0.045311306
AC122685.1,0.015069055,0.02401408,0.009359028,0.011897845,0.024401255,0.03376004
SCAND2P,0.009693409,0.09330864,0.008215175,0.004116656,0.051455448,0.036931864
TMEM50A,1.047866538,1.229331391,1.028223453,0.880414198,1.010808831,1.149857352
AC004233.4,0.005179805,0.001734924,0.006363848,0,0.001567905,0.013340157
AP001636.3,0.008670772,0.0060799,0.008499776,0,0.006687248,0.015931835
AUNIP,0.031993954,0.023382531,0.025881837,0.023689398,0.027779509,0.073636238
ITPR1-AS1,0.015970049,0.00896143,0.010224653,0,0.00113453,0.016390818
ARHGAP27,0.009211357,0.015245672,0.008191745,0,0.00854384,0.014146412
FST,0.011711199,0.024498738,0.011193843,0,0.006645583,0.015680218
FAHD2B,0.323175852,0.339863461,0.323375825,0.152754626,0.315629814,0.577574324
KLK13,0.011694869,0.015677144,0.013846667,0,0.006532631,0.026709308
IFT122,0.104604007,0.078498642,0.078088332,0.079318621,0.153315277,0.179825439
FAM225B,0.008657271,0.023747962,0.009672974,0.033448242,0.044852909,0.097588208
PER2,0.8936808,0.845694567,0.907417832,1.053466053,0.785872824,0.795325609
LINC00543,0.026599818,0.019456253,0.02239745,0.022044668,0.010660633,0.011982192
AC008736.1,0.033207361,0.052137143,0.027722238,0.018596769,0.184177093,0.107809989
LRRN1,0.539819075,0.72587349,0.504203669,0.819602518,0.641396497,0.532896201
POLR2M,0.33671921,0.482258995,0.30544125,0.246493318,0.351094796,0.267411474
ANLN,0.038692642,0.035227578,0.014922308,0.03018869,0.045419088,0.084644652
SNX16,0.102131524,0.090253198,0.091954964,0.084968145,0.084634777,0.079775334
PIM2,0.2034433,0.242579082,0.199133492,0.075057906,0.267731325,0.171953521
PRKCE,0.298964173,0.231168671,0.293706212,0.406936386,0.317962832,0.410112306
PRRT3,0.044247101,0.041717381,0.044266404,0.103768042,0.039352601,0.04978596
ZCCHC24,0.362594646,0.634536743,0.359630277,0.534014543,0.525497342,0.551814791
SLC7A14,0.031378141,0.016730111,0.021197777,0.037172955,0.018759181,0.039018457
DPM3,0.596014644,0.6184716,0.616501262,0.67554277,0.601742415,0.936270955
AGFG2,0.28544822,0.319291223,0.273155165,0.218605544,0.271380765,0.274140105
HDAC2,1.606422008,1.642971486,1.671120758,1.640657393,1.668865874,1.477072679
DCAKD,0.155920446,0.268764218,0.152613854,0.075626034,0.226292236,0.16312825
GSPT2,0.966397139,0.900142565,0.953165101,0.909619231,0.892057935,0.757871282
IGFBP5,0.2500561,0.126858521,0.137887604,0.020249794,0.01542557,0.109155633
CD69,0.113832607,0.057652817,0.070594713,0.237914039,0.043818327,0.053516725
AC114811.2,0.039429041,0.009959742,0.025116894,0.018723977,0.010307542,0.010549819
RNASEH1P2,0.002761474,0.002395637,0.000972854,0.029519689,0.008596204,0
AMDHD1,0.003502838,0.002043844,0.001076783,0.007257131,0.002114068,0
AC004870.1,0.009098442,0,0.001573186,0.004137112,0,0
AL157938.3,0.003354339,0.000714807,0.001098102,0.006243532,0.004592266,0.003491242
AC112176.1,0.002027718,0.001653533,0.000954407,0,0,0
OSCAR,0.004501223,0.001614946,0.001114423,0,0,0.003400834
CFAP58-AS1,0.002966063,0.000874099,0.001088059,0,0.007023203,0.007447197
TRGV5P,0.003643996,0,0.001078436,0,0,0
ADAP1,0.005985103,0.000788958,0.001429566,0,0.003458771,0
GAP43,0.006438395,0.004698406,0.001688362,0,0.002077758,0.003314058
AP000892.2,0.00263354,0,0.001039369,0,0,0.008181133
SPDYE1,0.004249663,0.000556576,0.001183155,0,0.001445495,0.002667082
AP005117.1,0.007475121,0,0.001756236,0,0,0
SIGLEC7,0.004707507,0.001685589,0.001028509,0,0,0
GPR62,0.00495815,0.001906634,0.001966683,0,0.002716641,0.003334922
ADGRB3,0.004266696,0.006475121,0.001683415,0.00419663,0.015618053,0.015867005
PCDH11X,0.006056297,0.016144462,0.001036018,0,0,0.004897193
AL021368.3,0.002538763,0.001382481,0.001148501,0,0.005994336,0
AC026691.1,0.003573385,0.00492519,0.001168799,0.019727259,0.016311795,0.011057735
AC068338.3,0.003470141,0.004849507,0.001183334,0,0.002127646,0.010649123
AC068790.2,0.003770721,0.002734569,0.001483318,0.004387369,0.001711876,0
EPHA1-AS1,0.003021939,0.00543664,0.001051855,0,0.00228211,0
SEPT7P7,0.002005492,0,0.000958511,0.004929036,0.007180028,0
AC002094.5,0.009527804,0,0.001210549,0.004823149,0,0
AC025917.1,0.004523829,0.001021066,0.001334912,0,0,0
AC016405.1,0.005809905,0,0.001669207,0,0.001867468,0
ACAP2-IT1,0.003222789,0.000455758,0.001218852,0,0,0.005117803
ATP6V0A4,0.003587068,0.001786308,0.001516303,0.019016187,0.001976125,0
RNY4P10,0.003152937,0,0.000981305,0,0,0
AC010761.6,0.004814933,0,0.00118108,0.004981259,0,0
NTF3,0.002637693,0.004451219,0.001002535,0,0,0
AC010504.1,0.005441396,0,0.001302473,0,0,0
CLEC10A,0.008840851,0.004424849,0.002474739,0,0,0.019378649
AC008895.1,0.003128927,0.004628707,0.001066467,0,0,0.00442597
SLC5A2,0.003441585,0.008918606,0.000909559,0,0.073548182,0.055579282
AC107871.2,0.0065841,0.009530077,0.000901151,0.0097281,0.009273249,0.003736677
AC010632.2,0.003425978,0.000700763,0.001127747,0,0,0
AC025062.1,0.004617479,0.002848656,0.00125167,0,0,0
RSPO2,0.003234361,0.001338716,0.001161359,0.005613026,0,0
NSRP1,1.097129609,0.984371541,1.126392546,1.257013643,1.009656605,0.928606945
MOV10L1,0.075676409,0.028127103,0.06842222,0.039757743,0.095902188,0.144118597
TEX41,0.005537894,0.012338071,0.002206353,0,0.030453833,0.009145903
WDR72,0.003493954,0.000556375,0.001208319,0,0.005037963,0
AC020915.2,0.00334667,0.00185551,0.001327928,0,0,0
TNFRSF18,0.006316837,0,0.002832895,0,0,0
AC007619.1,0.002437815,0,0.001563154,0,0,0
LINC02328,0.005035435,0.000264571,0.001725777,0,0.001787476,0.003306157
GOLGA6L4,0.003332858,0.001170909,0.001882675,0,0,0
GNL2P1,0.003063043,0.004692904,0.001817153,0,0,0
AC104806.2,0.003021939,0.001370929,0.001840974,0,0.010186367,0.003106198
LRRC56,0.001905162,0.005829155,0.001142697,0.005443301,0.008450769,0.036425178
AGAP7P,0.00178385,0.004539118,0.001033502,0,0.001618583,0.003065003
GABRA3,0.003191172,0.001590664,0.001405635,0,0,0.005380021
AP003469.4,0.003105691,0.000975551,0.001724053,0,0,0.007678908
AC011603.2,0.005557606,0.073027852,0.001409688,0.005440337,0.045588505,0.029691001
AC004801.6,0.002666826,0.003049915,0.001419342,0,0.002706324,0
C17orf107,0.00498082,0.004075036,0.001875198,0.004264246,0.010191232,0.009001957
FAM109B,0.002839827,0.001734946,0.001700699,0,0,0
IKZF3,0.004208428,0.003917533,0.001794436,0,0.005533354,0.002759495
AC103591.1,0.002277335,0.000782238,0.001714682,0,0.003880729,0
LRRC37A11P,0.003012222,0.006050064,0.001560813,0.005580109,0.009650091,0.042543384
AL158163.1,0.004654183,0,0.001744324,0,0,0
AC008079.2,0.003218803,0.002418989,0.002146963,0,0.001354904,0.005380021
MAGI1-IT1,0.003945405,0.008482887,0.001634191,0,0.011513487,0.029074947
SYT10,0.002721681,0.010356374,0.001145737,0,0.001237838,0.003232487
AC092813.2,0.002764407,0.000743688,0.001343577,0,0.01399993,0.003936672
AC087741.2,0.002401323,0.003349719,0.002241059,0,0.002247336,0
PTPRO,0.005811346,0.00581841,0.002885082,0,0,0
RNF157-AS1,0.005242258,0.002393608,0.00242571,0.005615391,0.017219203,0.033834869
AC024940.3,0.003441585,0.002418847,0.001832057,0,0.001207504,0
ETNPPL,0.003689344,0.000559265,0.001730695,0,0,0.002561171
CDH26,0.003123502,0.004278303,0.001548286,0.007391352,0.003524556,0.002955856
AC078817.1,0.00178385,0.001089243,0.002151144,0,0,0.005671353
AC091588.1,0.003234361,0,0.002118025,0,0.002034952,0.003461762
AC069222.1,0.002020022,0.001137342,0.001729664,0,0,0
AC073063.1,0.001822864,0.01229381,0.001252584,0,0.00435677,0.004223372
LINC00278,0.002385911,0.001001701,0.001569629,0.00534931,0,0
STIMATE,0.002012904,0.003149203,0.00149737,0,0.00717459,0.019209859
AC004980.3,0.001872564,0,0.002383942,0.004404292,0,0
CYCSP10,0.004707507,0.000687082,0.003544655,0.016666721,0.003635474,0
AL353771.1,0.00262351,0,0.002148513,0,0,0
C1QTNF7,0.00178385,0.003962145,0.001431302,0,0,0
THAP5P1,0.005616246,0.001759273,0.002354616,0,0,0
HNRNPCP7,0.002557894,0,0.002055672,0,0,0
SLC25A30-AS1,0.002407122,0.000969737,0.002379218,0,0.001706719,0
ZNF710,0.00265293,0.009704469,0.002083705,0,0.001943309,0.010233946
SLC16A10,0.006006593,0.005723597,0.002977639,0,0.007458362,0.008969715
AC136632.2,0.003152937,0.001674465,0.001654953,0,0,0
AC097372.3,0.002505358,0,0.001833554,0,0.001827837,0
LY75,0.001563013,0.005203815,0.001832539,0.011630871,0,0.005648142
GJA5,0.002968695,0.006309488,0.003414135,0.011635596,0.01619049,0
CENPA,0.002395673,0.004374475,0.001411153,0.017645468,0.003360476,0.021231969
AL138831.1,0.003234361,0.00235124,0.00334601,0,0.005484504,0.01127139
AC005014.2,0.004253523,0.002522523,0.002545812,0,0.007426737,0
VEGFC,0.002534641,0.001538625,0.002228781,0,0,0
NKPD1,0.001475195,0.003976847,0.001071684,0.004601563,0.001564942,0.003837033
AP002347.1,0.001623246,0.002735356,0.001467251,0,0.003538977,0.00589921
CYP2F1,0.001650937,0.002320392,0.001694517,0,0,0.00251741
AC003991.2,0.00338537,0.003073581,0.005175098,0,0.007097143,0
KCNE4,0.002008588,0.005004748,0.001804412,0,0,0
SPAG5-AS1,0.001863772,0.012563886,0.002373675,0,0.038762295,0.025203279
HMGB1P41,0.002459577,0.000707153,0.002390436,0,0.003948702,0
AL355297.3,0.003012222,0.001951266,0.002245117,0,0,0
AF129075.1,0.003152937,0,0.002492646,0,0,0
CACNA1G,0.001740242,0.000858386,0.001596126,0,0.001584869,0.00600593
UBE2Q2P6,0.002377193,0.000643259,0.002432582,0,0,0.016729228
GRIN2D,0.001414947,0.001142305,0.001052984,0.004484353,0,0.021542674
VWA3A,0.001872564,0.002367395,0.001745407,0,0.004631738,0.011718435
SLC15A3,0.001560826,0.010991316,0.002103125,0.008954811,0,0.01559495
MRGPRF,0.001554094,0.004729259,0.001343735,0,0,0.005648142
TRIM71,0.001929967,0.002149113,0.00222697,0,0.009314126,0.006837579
SDR16C5,0.001466421,0.002053458,0.00193059,0,0,0.013939254
AC073957.1,0.001514009,0.001794593,0.001101398,0.006089413,0,0
KRBOX1-AS1,0.002012904,0.008045093,0.003130549,0,0.0211955,0.017928468
AC020910.4,0.033662869,0.113739827,0.034927306,0,0.109005442,0.212104045
AC012513.3,0.045898552,0.032701123,0.03693352,0.037129466,0.013675953,0.02412809
LINC00345,0.001260643,0.001720996,0.002046187,0.005188196,0.003091191,0
PTGFR,0.001568562,0.002974945,0.002593828,0,0.001690241,0
HIF1A-AS2,0.00220321,0.000201034,0.002176551,0,0.002068179,0.003716647
AC012313.9,0.001204497,0.000915587,0.001005108,0,0.003252948,0.002001708
ZNF804A,0.00154998,0.002756075,0.003509117,0,0,0.00691115
TGFBR3,0.252832558,0.223382638,0.203107084,0.275981131,0.104639162,0.141243558
HOOK1,0.186700328,0.155822732,0.173594494,0.042080866,0.203647346,0.209677122
NCAM2,1.175364058,1.254782583,1.17653751,1.419268166,1.083437718,0.955444524
ZCCHC14,0.358410288,0.425278141,0.31812912,0.194048206,0.27751841,0.291463106
MAMDC4,0.061904486,0.051482791,0.031543594,0.025403774,0.044637115,0.085503085
DCAF12L1,0.482361471,0.641013405,0.509032643,0.518719911,0.52559119,0.642005599
AC245100.4,0.027886446,0.027812184,0.022520183,0.05820842,0.019165551,0.043190915
BORCS5,0.220313241,0.20808251,0.221813605,0.127249978,0.143046021,0.217868196
TUBGCP4,0.036583824,0.097173874,0.029718633,0.015539241,0.082790557,0.034814766
TMEM147-AS1,0.047618117,0.046198922,0.033207015,0.024314977,0.034572893,0.109130853
TLK2P1,0.023576428,0.016078003,0.015435583,0.005940954,0.007763582,0.017225166
SLC38A7,0.328621667,0.301796722,0.282171125,0.494263783,0.302426607,0.356464887
DNAI1,0.018829598,0.028224308,0.017687894,0.007961184,0.039335558,0.051940823
CFAP52,0.015256404,0.02506729,0.015090916,0.00592071,0.045018893,0.041165446
GAS2L3,0.07573891,0.076856646,0.066308765,0.060064802,0.04096901,0.018102613
ALG8,0.422580788,0.53483006,0.381860576,0.277820418,0.621392138,0.409410871
AL359715.3,0.01617307,0.022310974,0.018846105,0.019718751,0.027351289,0.016419234
BEND3,0.024960767,0.026859468,0.028987423,0.014024846,0.01888529,0.008794644
APTR,0.100123835,0.158613727,0.090888586,0.12554318,0.178514347,0.144868027
CTDP1,0.072603163,0.063770694,0.046589704,0.107461814,0.054707933,0.096706104
RUFY1,0.299398349,0.252741407,0.279604156,0.297110979,0.199719468,0.250515768
MED21,0.571525071,0.575032581,0.573418432,0.273662114,0.599364667,0.457656729
